00513.ppm;142;501;197;556;7
00514.ppm;381;511;418;548;10
00514.ppm;1168;491;1206;530;10
00515.ppm;257;361;333;435;3
00516.ppm;240;275;298;333;34
00517.ppm;271;422;345;496;10
00518.ppm;451;526;499;574;7
00519.ppm;454;531;507;584;7
00520.ppm;380;507;436;565;10
00521.ppm;377;574;405;604;7
00521.ppm;946;565;976;595;7
00523.ppm;1285;512;1330;555;10
00523.ppm;455;515;502;562;10
00524.ppm;187;530;241;584;7
00524.ppm;1219;528;1271;580;7
00527.ppm;874;426;904;456;10
00527.ppm;359;420;389;450;10
00528.ppm;985;339;1026;380;7
00528.ppm;166;415;205;455;7
00530.ppm;425;401;460;435;10
00530.ppm;1010;401;1043;434;10
00531.ppm;484;443;504;463;10
00531.ppm;909;431;931;453;10
00536.ppm;27;428;57;458;17
00536.ppm;327;452;353;478;17
00536.ppm;724;479;740;495;38
00542.ppm;842;440;866;464;12
00544.ppm;1054;297;1122;358;11
00544.ppm;990;425;1028;459;25
00544.ppm;744;438;762;458;1
00545.ppm;213;435;247;474;15
00548.ppm;775;432;811;468;14
00548.ppm;782;469;807;494;36
00551.ppm;937;465;966;493;16
00552.ppm;537;512;554;529;8
00552.ppm;538;528;554;544;10
00552.ppm;814;508;832;526;8
00552.ppm;815;525;831;541;10
00554.ppm;947;472;984;507;18
00556.ppm;1195;499;1253;557;38
00557.ppm;273;462;317;502;23
00557.ppm;458;461;506;508;13
00560.ppm;1039;173;1099;233;3
00564.ppm;755;368;799;408;11
00565.ppm;731;336;764;370;12
00566.ppm;655;395;689;429;9
00566.ppm;124;419;156;451;9
00566.ppm;461;489;481;508;38
00567.ppm;1050;409;1109;460;22
00570.ppm;881;416;914;449;9
00571.ppm;1287;361;1308;384;17
00575.ppm;403;474;435;506;38
00593.ppm;584;510;608;534;38
00599.ppm;700;454;722;476;9
